track_id,Left Corner 3,Left Wing,Other,Paint,Right Corner 3,Right Wing,Top Key
1,0.0,0.0,0.0,0.0,0.0,1.7333333333333334,0.0
2,0.0,0.0,0.0,0.0,0.0,2.233333333333333,0.0
3,0.0,1.8333333333333333,0.4666666666666668,0.0,0.0,0.0,0.0
4,0.0,0.6000000000000014,9.133333333333333,0.0,0.0,0.0,0.0
5,0.0,7.500000000000001,4.466666666666666,0.0,0.0,0.0,0.0
6,0.0,0.0,6.599999999999999,1.5999999999999996,0.40000000000000036,0.23333333333333428,4.2
8,0.0,0.0,4.133333333333333,1.4666666666666668,0.0,7.199999999999999,0.23333333333333428
9,0.7,1.8333333333333335,0.9999999999999998,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,0.0,1.2000000000000002,6.966666666666665,0.36666666666666714,0.0,0.0,2.6333333333333333
12,0.0,0.0,0.0,8.6,0.0,0.0,0.0
14,1.533333333333334,3.4999999999999996,3.9333333333333327,0.0,0.0,0.0,0.0
19,0.0,0.0,8.066666666666666,0.0,0.0,0.0,0.13333333333333336
24,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0
25,0.0,0.0,2.3666666666666667,0.0,0.0,0.9666666666666666,0.8666666666666663
32,0.0,0.0,9.533333333333335,0.0,0.0,0.0,1.866666666666666
37,0.0,0.0,3.766666666666667,3.2666666666666666,0.0,0.0,0.0
39,0.0,3.333333333333333,0.06666666666666643,0.0,0.0,0.0,0.0
40,0.0,0.0,2.066666666666667,1.8333333333333337,0.0,0.0,0.0
43,2.533333333333333,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
44,0.0,0.0,1.5999999999999999,0.0,0.0,0.0,0.0
48,0.3333333333333339,4.266666666666667,0.8666666666666654,0.0,0.0,0.0,0.0
49,0.3333333333333339,0.0,1.0999999999999996,0.3000000000000007,0.0,3.766666666666666,0.0
54,0.0,0.0,6.599999999999999,0.0,0.0,0.0,2.033333333333334
55,0.3000000000000007,0.8000000000000007,3.1999999999999993,0.0,0.0,0.0,1.5
63,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0
76,0.0,0.0,1.3999999999999997,0.0,0.0,0.0,0.0
77,0.5,0.20000000000000018,2.2666666666666657,0.0,0.0,0.0,0.0
80,0.0,0.0,0.36666666666666714,1.8,0.0,0.0,0.0
88,0.0,0.0,0.16666666666666785,0.966666666666666,0.0,0.0,0.0
89,0.0,0.0,0.5666666666666674,0.4666666666666668,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0
99,0.13333333333333286,0.8666666666666671,0.03333333333333333,0.0,0.0,0.0,0.0
102,0.0,0.0,0.8000000000000007,0.0,3.8999999999999986,0.20000000000000107,0.0
109,0.533333333333335,0.0,1.1333333333333313,0.0,0.0,0.0,0.0
113,0.0,0.0,2.966666666666667,0.0,0.0,0.7000000000000012,0.0
125,0.0,0.0,3.3000000000000007,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,2.5,0.0
141,0.0,0.0,0.7666666666666675,0.0,1.966666666666667,0.0,0.0
142,0.0,0.0,0.0,0.0,1.0333333333333334,0.0,0.0
144,0.0,0.0,2.833333333333332,0.0,0.0,0.0,0.0
146,0.0,0.0,1.8333333333333324,0.0,0.0,0.9666666666666668,0.0
147,0.0,0.0,2.3999999999999986,0.0,0.0,0.0,0.0
159,0.0,0.0,0.7333333333333325,0.0,0.6000000000000015,0.0,0.0
162,0.0,0.0,0.0,1.8666666666666656,0.0,0.0,0.0
164,0.0,0.0,1.3666666666666656,0.7333333333333343,0.0,0.0,0.0
176,0.0,0.0,1.4333333333333338,0.0,0.0,0.0,0.0
183,0.0,0.0,1.3333333333333341,0.0,0.0,0.0,0.0
184,0.0,0.0,0.633333333333333,0.6000000000000014,0.09999999999999964,0.0,0.0
190,0.0,0.0,0.5666666666666664,0.5333333333333333,0.0,0.0,0.0
192,0.0,0.0,0.7333333333333326,0.0,0.3333333333333339,0.0,0.0
194,0.0,0.0,0.3333333333333339,0.6999999999999994,0.0,0.0,0.0
200,0.0,0.36666666666666536,0.9333333333333336,0.10000000000000153,0.0,0.0,0.0
201,0.0,0.5666666666666664,0.6666666666666661,0.0,0.0,0.033333333333333215,0.13333333333333475
204,0.0,0.0,0.29999999999999905,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.29999999999999905,0.0,0.0,0.0
206,0.0,0.0,0.29999999999999905,0.0,0.0,0.0,0.0
207,0.0,0.0,0.29999999999999905,0.0,0.0,0.0,0.0
208,0.0,0.29999999999999905,0.0,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,0.0,0.0,0.0,0.29999999999999905
210,0.0,0.0,0.09999999999999964,0.0,0.0,0.1999999999999994,0.0
211,0.0,0.0,0.29999999999999905,0.0,0.0,0.0,0.0
212,0.0,0.033333333333333215,0.26666666666666583,0.0,0.0,0.0,0.0
213,0.0,0.0,0.0,0.0,0.0,0.29999999999999905,0.0
214,0.0,0.0,0.0,0.2333333333333325,0.0,0.03333333333333333,0.0
215,0.0,0.0,0.23333333333333262,0.0,0.0,0.0,0.0
